data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
7313311,231,ETH5772,5772,2020-11-28,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Enderta,Mekele,13.5000,39.4667,1,Addis Standard,National,"On 28 November 2020, the Ethiopian army chief announced that the Ethiopian defense forces were in full control of the city of Mekele after clashes with the TPLF. No fatalities were reported.",0,1606769177,ETH
7313316,231,ETH5769,5769,2020-11-27,2020,1,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17,Eastern Africa,Ethiopia,Oromia,North Shewa (Oromia),Fiche,Fiche,9.8000,38.7333,2,Addis Standard,National,"Arrests: On 27 November 2020, federal police announced the arrest of 469 persons accused of supporting the OLF in North Shewa, Oromia.",0,1606769177,ETH
7313385,231,ETH5770,5770,2020-11-27,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Eastern Tigray,Hawzen,Hawzan,13.9825,39.4284,1,BBC News,International,"On 27 November 2020, Ethiopian defense forces took control of the town of Hawzan after battling TPLF forces in the area. No information on casualties.",0,1606769177,ETH
7313389,231,ETH5771,5771,2020-11-27,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Eastern Tigray,Kelete Awelallo,Wikro,13.7919,39.5991,1,BBC News,International,"On 27 November 2020, Ethiopian defense forces took control of the town of Wikro after battling TPLF forces in the area. No information on casualties.",0,1606769177,ETH
7313310,231,ETH5768,5768,2020-11-26,2020,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Mandura,Genete Mariam,11.0167,36.1000,2,Addis Standard,National,"Around 26 November 2020 (as reported), unidentified armed men from an ethnic militia attacked ethnic minorities in Bulen, Dibate, Mandura (Benishangul/Gumz), and Dangur woredas, killing an unspecified number. Unknown fatalities in an active conflict zone coded as 10 and spread across 4 locations.",2,1606769177,ETH
7313314,231,ETH5765,5765,2020-11-26,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Bulen,Bulen,10.5833,35.9167,1,Addis Standard,National,"On 26 November 2020, unidentified armed men from an ethnic militia attacked ethnic minorities in Bulen (Benishangul/Gumz), Dibate, Mandura, and Dangur woredas, killing an unspecified number. Unknown fatalities in an active conflict zone coded as 10 and spread across 4 locations.",3,1606769177,ETH
7313317,231,ETH5767,5767,2020-11-26,2020,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Metekel,Dibate,10.6500,36.2155,1,Addis Standard,National,"Around 26 November 2020 (as reported), unidentified armed men from an ethnic militia attacked ethnic minorities in Bulen, Dibate (Benishangul/Gumz), Mandura, and Dangur woredas, killing an unspecified number. Unknown fatalities in an active conflict zone coded as 10 and spread across 4 locations.",2,1606769177,ETH
7313318,231,ETH5766,5766,2020-11-26,2020,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Dangur,Dangur,11.7900,36.1952,1,Addis Standard,National,"Around 26 November 2020 (as reported), unidentified armed men from an ethnic militia attacked ethnic minorities in Bulen, Dibate, Mandura, and Dangur (Benishangul/Gumz) woredas, killing an unspecified number. Unknown fatalities in an active conflict zone coded as 10 and spread across 4 locations.",3,1606769177,ETH
7313308,231,ETH5764,5764,2020-11-25,2020,2,Strategic developments,Disrupted weapons use,Police Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13,Eastern Africa,Ethiopia,Oromia,Oromia-Finfinne,Sebeta,Sebeta,8.9167,38.6167,1,Addis Standard,National,"Weapons seizure: Around 25 November 2020, federal police disarmed a landmine that had been planted by unidentified persons near a mosque in Sebeta town, Oromia region.",0,1606769177,ETH
7313313,231,ETH5762,5762,2020-11-24,2020,2,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),TPLF: Tigray Peoples Liberation Front,7,17,Eastern Africa,Ethiopia,Addis Ababa,Addis Ababa,Addis Ababa,Addis Ababa,9.0333,38.7000,2,Addis Standard,National,"Arrests: Around 24 November 2020, federal police in Addis Ababa arrested 796 persons accused of plots supporting the TPLF and its operations in the north.",0,1606769177,ETH
7313614,231,ETH5763,5763,2020-11-24,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Eastern Africa,Ethiopia,Oromia,West Shewa,Ambo Zuria,Ambo,8.9833,37.8500,1,Oromiya Media Network,International,"On 24 November 2020, a young man who had previously been arrested was found dead in Ambo city. It is unclear if he was killed by police or other forces after being released.",1,1606769179,ETH
7313320,231,ETH5761,5761,2020-11-23,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30,Eastern Africa,Ethiopia,Amhara,Bar Dar Sp. Zone,Bahir Dar Zuria,Bahir Dar,11.6000,37.3833,1,AFP,International,"On 23 November 2020, TPLF forces launched a missile at Bahir Dar airport. No casualties were reported.",0,1606769177,ETH
7313386,231,ETH5760,5760,2020-11-22,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Eastern Tigray,Ganta Afeshum,Adigrat,14.2770,39.4620,1,BBC News,International,"On 22 November 2020, Ethiopian defense forces took control of the town of Adigrat after battling TPLF forces in the area. Some civilians were reported wounded, no other information on casualties was available.",0,1606769177,ETH
7307058,231,ETH5758,5758,2020-11-21,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Eastern Tigray,Ganta Afeshum,Adigrat,14.2770,39.4620,1,Ethiopia State of Emergency Fact Check,New media,"Around 21 November 2020, ENDF forces took control of Adigarat after battling Tigray forces in the area. No information on fatalities.",0,1606158328,ETH
7307056,231,ETH5754,5754,2020-11-20,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Central Tigray,Adwa,Adwa,14.1635,38.8992,1,Ethiopia State of Emergency Fact Check,New media,"Around 20 November 2020, ENDF forces took control of Adwa after battling Tigray forces in the area. No information on fatalities.",0,1606158328,ETH
7307057,231,ETH5755,5755,2020-11-20,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,,Aksum,14.1234,38.7313,1,Ethiopia State of Emergency Fact Check,New media,"Around 20 November 2020, ENDF forces took control of Axum after battling Tigray forces in the area. No information on fatalities.",0,1606158328,ETH
7307403,231,ETH5757,5757,2020-11-20,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),Teachers (Ethiopia),7,17,Eastern Africa,Ethiopia,Oromia,Jimma,Kersa,Jima,7.6667,36.8333,1,Oromiya Media Network,International,"On 20 November 2020, police forces entered the house of a teacher in Jimma, shooting him dead before dragging his body into a forested area.",1,1606158330,ETH
7307451,231,ETH5756,5756,2020-11-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30,Eastern Africa,Ethiopia,Amhara,Bar Dar Sp. Zone,Bahir Dar Zuria,Bahir Dar,11.6000,37.3833,1,Reuters,International,"On 20 November 2020, TPLF forces fired two rockets at the Bahir Dar airport, causing damage. No injuries or fatalities were reported.",0,1606158330,ETH
7307404,231,ETH5750,5750,2020-11-19,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (2018-) Oromia State Police,,1,16,Eastern Africa,Ethiopia,Oromia,East Harerghe,,Dire Tayara,9.3726,42.1068,1,Oromiya Media Network,International,"On 19 November 2020, Oromia state police forces opened fire on protesters in Dire Tayara, East Hararghe, wounding one person. Protesters gathered to denounce the detention of Oromo politicians. [size=no report]",0,1606158330,ETH
7307193,231,ETH5753,5753,2020-11-19,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37,Eastern Africa,Ethiopia,Southern Nations,Konso,Konso,Segen,5.5808,37.7696,1,BBC News,International,"On 19 November 2020, groups of unidentified armed men attacked civilians in Segen zone, Konso, killing ''many'', including local leaders. Unspecified fatalities coded as 3.",3,1606158329,ETH
7307194,231,ETH5748,5748,2020-11-19,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Alamata,Alamata,12.4160,39.5597,1,BBC News,International,"Around 19 November 2020, Ethiopian federal forces were in total control of the Raya/Alamata area (Southern Tigray) after battling TPLF forces in the area. No reports on fatalities.",0,1606158329,ETH
7307195,231,ETH5751,5751,2020-11-19,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Dubawi,Mehoni,12.8033,39.6460,1,BBC News,International,"Around 19 November 2020, Ethiopian federal forces were in total control of the Mehoni town (South Tigray) after battling TPLF forces in the area. No reports on fatalities.",0,1606158329,ETH
7307196,231,ETH5749,5749,2020-11-19,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Alamata,Chercher,12.5382,39.7714,1,BBC News,International,"Around 19 November 2020, Ethiopian federal forces were in total control of the Chercher town (Southern Tigray) after battling TPLF forces in the area. No reports on fatalities.",0,1606158329,ETH
7307197,231,ETH5752,5752,2020-11-19,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Enderta,Mekele,13.5000,39.4667,1,BBC News,International,"On 19 November 2020, an airstrike conducted by the Ethiopian government hit a building in Mekele, killing 2 people and injuring others.",2,1606158329,ETH
7307190,231,ETH5747,5747,2020-11-18,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Tahtay Koraro,Shire,14.1383,38.2833,1,BBC News,International,"Around 18 November 2020, Ethiopian federal forces took control of Shire town (Western Tigray) after battling TPLF forces in the area. No reports on fatalities.",0,1606158329,ETH
7307192,231,ETH5746,5746,2020-11-18,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,,Aksum,14.1234,38.7313,1,BBC News,International,"On 18 November 2020, military and Amhara Regional Special Forces fought intense battles with TPLF forces in Aksum (Southern Tigray). No information on fatalities.",0,1606158329,ETH
7313479,231,ETH5745,5745,2020-11-16,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Metekel,Dibate,10.6500,36.2155,1,Ethiopia Insight,International,"On 16 November 2020, unidentified armed men shot and injured three civilians in Dibate, Metekal (Benishangul/Gumz).",0,1606769178,ETH
7313315,231,ETH5744,5744,2020-11-16,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Ethnic Militia (Ethiopia),,4,14,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Metekel,Dibate,10.6500,36.2155,1,Addis Standard,National,"On 16 November 2020, Ethiopian military forces engaged unidentified armed militants in Dibate, Benishangul, killing 20.",20,1606769177,ETH
7313319,231,ETH5759,5759,2020-11-15,2020,2,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,Civilians (Ethiopia),3,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Humera,14.2652,36.5850,1,AFP,International,"Around 15 November 2020, Ethiopian troops shelled TPLF forces in Humera, located on the northern border of Tigray region, killing at least 10 civilians.",10,1606769177,ETH
7313312,231,ETH5743,5743,2020-11-14,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),TPLF: Tigray Peoples Liberation Front,4,Civilians (Ethiopia),,7,47,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Metekel,Dibate,10.6500,36.2155,1,Addis Standard,National,"On 14 November 2020, armed men accused of being backed by the TPLF attacked a bus with passengers in Dibate, Metekal (Benshangul), killing about 34 civilians.",34,1606769177,ETH
7302035,231,ETH5741,5741,2020-11-13,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30,Eastern Africa,Ethiopia,Amhara,Bar Dar Sp. Zone,Bahir Dar Zuria,Bahir Dar,11.6000,37.3833,1,Ethiopia State of Emergency Fact Check,New media,"On 13 November 2020, TPLF forces fired rockets at the Bahir Dar airport (Bar Dar Sp. Zone, Amhara), causing damage. No injuries or fatalities were reported.",0,1605559069,ETH
7302036,231,ETH5742,5742,2020-11-13,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30,Eastern Africa,Ethiopia,Amhara,North Gondar,Gonder Zuria,Gonder,12.6000,37.4667,1,Ethiopia State of Emergency Fact Check,New media,"On 13 November 2020, TPLF forces fired rockets at Gonder city (North Gonder, Amhara), causing damage. No injuries or fatalities were reported.",0,1605559069,ETH
7302016,231,ETH5740,5740,2020-11-12,2020,2,Violence against civilians,Attack,TPLF: Tigray Peoples Liberation Front,,3,Civilians (Ethiopia),Prisoners (Ethiopia); Military Forces of Ethiopia (2018-),7,37,Eastern Africa,Ethiopia,Tigray,Western Tigray,Tahtay Adiyabo,Sheraro,14.4000,37.9333,1,Deutsche Welle,International,"Around 12 November 2020 (as reported), ENDF discovered the remains of fellow soldiers in Sheraro (Western Tigray, Tigray) who had been captured and were shot (assumedly by TPLF forces) while their hands were tied. Unspecified fatalities in a combat zone estimated as 10.",10,1605559069,ETH
7302017,231,ETH5739,5739,2020-11-12,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Tahtay Adiyabo,Sheraro,14.4000,37.9333,1,Deutsche Welle,International,"On 12 November 2020, ENDF forces took control of Sheraro (Western Tigray, Tigray) after battling TPLF soldiers in the area. No information on casualties that occurred as part of this battle.",0,1605559069,ETH
7301960,231,ETH5738,5738,2020-11-11,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 11 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other were fought in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7301953,231,ETH5736,5736,2020-11-10,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,May Cadera,14.0747,36.5685,1,Amnesty International,Other,"On 10 November 2020, Ethiopia National forces (ENDF) and allied Amhara regional special police took control of May Cadera, Western Tigray after a clash with TPLF. No fatalities reported.",0,1605559069,ETH
7301963,231,ETH5737,5737,2020-11-10,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12,Eastern Africa,Ethiopia,Oromia,Guji,Negele Borana,Negele,5.3167,39.5833,2,BBC News,International,"On 10 November 2020, Ethiopia national forces (ENDF) attacked OLF/Shane militants in the Gujji area (Oromia), killing 14.",14,1605559069,ETH
7301965,231,ETH5734,5734,2020-11-10,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 10 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other were fought in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7313374,231,ETH5735,5735,2020-11-10,2020,1,Violence against civilians,Attack,Samri Youth Militia (Ethiopia),TPLF: Tigray Peoples Liberation Front,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,May Cadera,14.0747,36.5685,1,Amnesty International,Other,"On 10 November 2020, Samri Youth militias and allied local forces allied to the TPLF massacred ''hundreds'' of ethnic Amhara civilians in the May Cadera town, Western Tigray (Tigray). The Ethiopian human rights commision later estimated that at least 600 people were killed during the attack.",600,1606769177,ETH
7301955,231,ETH5733,5733,2020-11-09,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Enderta,Mekele,13.5000,39.4667,3,AP,International,"On 9 November 2020, Ethiopian air forces conducted several strikes against TPLF targets in Tigray region (locations unspecified). No mention of fatalities.",0,1605559069,ETH
7301961,231,ETH5731,5731,2020-11-09,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),ICRC: International Committee of the Red Cross and Red Crescent,7,37,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 9 November 2020, unidentified armed men opened fire on Red Cross vehicles in the Dansha area of Tigray region. No injuries reported. Active armed conflict is occurring in Dansha between TPLF and EDF.",0,1605559069,ETH
7301964,231,ETH5732,5732,2020-11-09,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 9 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other were fought in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7302384,231,ETH5730,5730,2020-11-09,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13,Eastern Africa,Ethiopia,Benshangul-Gumaz,Metekel,Dangur,Dangur,11.7900,36.1952,2,Xinhua,International,"On 9 November 2020, Ethiopian forces attacked armed men in Dangur area (Metekel, Benshangul-Gumaz), killing 16. They stated that the men had been part of groups responsible for attacking and killing civilians in the area throughout the past month.",16,1605559071,ETH
7301962,231,ETH5729,5729,2020-11-08,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Tigray,Western Tigray,Kafta Humera,Dansha,13.5167,37.1833,2,BBC News,International,"On 8 November 2020, intense clashes between TPLF soldiers on one side and Ethiopian Defence Soldiers with allied Amhara regional special forces militiamen on the other side clashed in Tigray region's Western Region. According to estimates, over 500 people were killed during the clashes. Fatalities spread between November 8-11 in 4 days of battles",125,1605559069,ETH
7296825,231,ETH5727,5727,2020-11-07,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,Mirab Armacho,Abderafi,13.7333,36.4500,2,AFP,International,"On 7 November 2020, 5 Ethiopian soldiers were killed and 105 more injured during clashes with TPLF forces near the border between Tigray and Amhara (coded as Abderafi (North Gondar, Amhara). Soldiers treated at hospitals at Sanja in Amhara region.",5,1604956851,ETH
7296948,231,ETH5728,5728,2020-11-07,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12,Eastern Africa,Ethiopia,Oromia,East Shewa,Adama,Nazreth,8.5500,39.2670,3,EBC,National,"On 7 November 2020, Ethiopian military forces attacked OLF Shane militants in Oromia region at an unspecified location, killing 24.",24,1604956851,ETH
7297106,231,ETH5726,5726,2020-11-06,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),,7,17,Eastern Africa,Ethiopia,Oromia,West Wellega,Gudetu Kondole,Boji,9.4833,34.9167,1,Oromiya Media Network,International,"On 6 November 2020, Oromia state police opened fire on civilians in Boji (West Wollega, Oromia), killing 5.",5,1604956852,ETH
7296874,231,ETH5724,5724,2020-11-05,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Enderta,Mekele,13.5000,39.4667,2,AP,International,"On 5 November 2020, the Ethiopian air force conducted airstrikes around the city of Mekele (Southern Tigray, Tigray), hitting military targets controlled by the TPLF. No fatalities were reported.",0,1604956851,ETH
7296886,231,ETH5725,5725,2020-11-05,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,,Soroca,13.2500,37.4167,2,BBC News,International,"On 5 November 2020, TPLF forces reportedly attacked Soroca and Kerker border towns (North Gondar, Amhara) and were repulsed by Amhara regional special forces. At least 6 fatalities were reported by medical sources.",6,1604956851,ETH
7297161,231,ETH5723,5723,2020-11-05,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,Mirab Armacho,Abderafi,13.7333,36.4500,1,Reuters,International,"On 5 November 2020, for the second day, Ethiopian military and allied Amhara regional special forces engaged in shelling and armed clashes with TPLF forces in Abderafi (North Gondar, Amhara). Around 2 dozen troops were reportedly treated in a nearby hospital following the clashes. No fatalities were specified in the report.",0,1604956852,ETH
7296884,231,ETH5722,5722,2020-11-04,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13,Eastern Africa,Ethiopia,Amhara,North Gondar,Mirab Armacho,Abderafi,13.7333,36.4500,2,BBC News,International,"On 4 November 2020, Ethiopian military forces and allied Amhara regional special forces clashed with TPLF forces on the western border near the Abderafi town (North Gondar, Amhara). No fatalities were specified.",0,1604956851,ETH
7297105,231,ETH5721,5721,2020-11-03,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Prison Guards,,1,Civilians (Ethiopia),Prisoners (Ethiopia),7,17,Eastern Africa,Ethiopia,Oromia,East Wellega,Guto Gida,Nekemt,9.0833,36.5500,1,Oromiya Media Network,International,"On 3 November 2020, a young man accused of supporting ''Abba Torbe'' faction of the OLF was beaten to death by police while in custody in Nekemt town, Oromia region.",1,1604956852,ETH
7296947,231,ETH5720,5720,2020-11-03,2020,1,Battles,Non-state actor overtakes territory,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13,Eastern Africa,Ethiopia,Tigray,Southern Tigray,Enderta,Mekele,13.5000,39.4667,2,EBC,National,"On 3 November 2020, TPLF soldiers attacked the Ethiopian military's northern command in Mekele (Southern Tigray, Tigray), taking control of parts of the base and controlling heavy weapons. Some troops were later hospitalized with injuries, no fatalities were mentioned.",0,1604956851,ETH
7296821,231,ETH5719,5719,2020-11-01,2020,1,Explosions/Remote violence,Grenade,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Labour Group (Ethiopia),7,27,Eastern Africa,Ethiopia,Oromia,Guji,Liben,Liben,4.5739,41.2953,2,Addis Standard,National,"On 1 November 2020, members of the OLF (Shane) faction threw a grenade at government construction workers building a bridge in Gujii Zone Gumi Eldalo Wereda near Liben (Guji, Oromia), killing 4.",4,1604956851,ETH
7296885,231,ETH5718,5718,2020-11-01,2020,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,27,Eastern Africa,Ethiopia,Oromia,West Wellega,Guliso,Guliso,9.1667,35.4667,2,BBC News,International,"On 1 November 2020, accused members of the OLF Shane shot and killed about 32 ethnic Amhara civilians in Gugula kanka woreda in Guliso (West Wollega, Oromia). Government sources later accused the TPLF of supporting the OLF Shane militants. Some sources reported fatalities in the hundreds.",32,1604956851,ETH
7270682,231,ETH5713,5713,2020-10-28,2020,1,Protests,Protest with intervention,Protesters (Ethiopia),NaMA: National Movement of Amhara; Amhara Ethnic Group (Ethiopia),6,Military Forces of Ethiopia (2018-),,1,16,Eastern Africa,Ethiopia,Amhara,Bar Dar Sp. Zone,Bahir Dar Zuria,Bahir Dar,11.6000,37.3833,1,Addis Standard,National,"On 28 October 2020, protesters associated with the NAMA demonstrated in Bahir Dar (Amhara) against the killing of ethnic Amhara in other regional states. Military personnel quickly disbanded the demonstrators. [size=no report]",0,1604351343,ETH
